Source,Chr,Position,Target,Chr,Position,Conditioning.Marker,Chr,Position,Effect,SE,|Effect|/SE,P_empirical,p.adjusted
Ins2_B,7,142.689083,Sep15_B,3,144.583992,NA,NA,NA,-1.32289712210755,0.489697562125136,2.70145743909074,0.00989819004524883,0.0537362618904257
Champ1_B,8,13.87564,Nudt11_B,20,6.051282,NA,NA,NA,-1.27608473468628,0.473314868433131,2.69605883903595,0.00989819004524883,0.0537362618904257
Gcg_B,2,62.47909,Ubald2_B,11,116.436586,NA,NA,NA,-1.77938316046825,0.660110350993879,2.6955843940171,0.00989819004524883,0.0537362618904257
Mafb_B,2,160.365371,Serpini1_B,3,75.600521,NA,NA,NA,-1.19528275175739,0.44361855635305,2.69439304249062,0.0101809954751131,0.0544935489788429
Ssr4_B,20,73.788929,Rgs5_B,1,169.675657,NA,NA,NA,-0.69295180882891,0.257265391975247,2.69352905771167,0.0101809954751131,0.0544935489788429
Clptm1l_B,13,73.61232,Slc46a3_B,5,147.886626,NA,NA,NA,-0.832573918025871,0.309107498980711,2.69347693204242,0.0101809954751131,0.0544935489788429
Ins2_B,7,142.689083,Klhl24_B,16,20.112649,NA,NA,NA,-1.90799005013942,0.708578024024347,2.69270282939774,0.0103223981900452,0.0550643755300616
Serpini1_B,3,75.600521,Dapl1_B,2,59.494836,NA,NA,NA,-1.03964026442515,0.386226795625179,2.69178699199858,0.0103223981900452,0.0550643755300616
2610035D17Rik_B,11,113.122866,Gart_B,16,91.634069,NA,NA,NA,-1.15197485346315,0.428499785640057,2.68839073453077,0.0103223981900452,0.0550643755300616
Miat_B,5,112.221312,Champ1_B,8,13.87564,NA,NA,NA,-0.700742047998233,0.260694534119848,2.68798135858147,0.0103223981900452,0.0550643755300616
Wdr4_B,17,31.507148,Gm16487_B,11,113.469996,NA,NA,NA,-1.43760049450257,0.534877959785429,2.68771682998357,0.0103223981900452,0.0550643755300616
Pwp2_B,10,78.17803,Ppapdc1b_B,8,25.722474,NA,NA,NA,-2.28957298837326,0.852342158167184,2.68621347241182,0.0103223981900452,0.0550643755300616
Fkbp2_B,19,6.979101,Sep15_B,3,144.583992,NA,NA,NA,-1.0719029560941,0.40017711186328,2.67857137331811,0.0106052036199095,0.0562887021836177
Nudt11_B,20,6.051282,Emc8_B,8,120.661244,NA,NA,NA,-1.0849125612495,0.40508412454228,2.67824013709593,0.0106052036199095,0.0562887021836177
Pygb_B,2,150.809246,Sgce_B,6,4.710777,NA,NA,NA,-0.639672571724554,0.23895208932595,2.67699091281846,0.0106052036199095,0.0562887021836177
Kcnd3_B,3,105.563166,Anp32e_B,3,95.938318,NA,NA,NA,-0.657131610763048,0.245862742716824,2.67275799294206,0.0108880090497737,0.0576609548897766
Os9_B,10,127.10771,Pygb_B,2,150.809246,NA,NA,NA,-3.4388970536135,1.28671805775274,2.6726111698623,0.0108880090497737,0.0576609548897766
Dapl1_B,2,59.494836,Clptm1l_B,13,73.61232,NA,NA,NA,-1.05882572405561,0.396195235214941,2.67248474980065,0.0108880090497737,0.0576609548897766
Dnajc11_B,4,151.957914,Polr1b_B,2,129.113794,NA,NA,NA,-1.02200676552132,0.382617804271138,2.67109045661944,0.0108880090497737,0.0576609548897766
Os9_B,10,127.10771,Necap1_B,6,122.881746,NA,NA,NA,-0.597876460723511,0.224118710113111,2.66767759113805,0.011170814479638,0.0590271053048574
Irx2_B,13,72.631508,9630013D21Rik_B,4,109.654691,NA,NA,NA,-1.75153705211998,0.657109606941551,2.66551734081675,0.011170814479638,0.0590271053048574
Ankrd37_B,8,45.998384,Gm16487_B,11,113.469996,NA,NA,NA,-2.58932896024866,0.971417994513626,2.66551471649966,0.011170814479638,0.0590271053048574
Fkbp11_B,15,98.726286,Klhl24_B,16,20.112649,NA,NA,NA,-1.1768352670412,0.442007243213741,2.6624795975846,0.011170814479638,0.0590271053048574
Gcg_B,2,62.47909,Klhl24_B,16,20.112649,NA,NA,NA,-2.40720276511565,0.904434289187644,2.66155628318535,0.0113122171945701,0.0596747706168609
Gpr108_B,17,57.241278,Hbp1_B,12,31.938394,NA,NA,NA,-0.651372912060137,0.244736921080657,2.66152286783679,0.0113122171945701,0.0596747706168609
Rgs5_B,1,169.675657,BC003331_B,1,150.377192,NA,NA,NA,-1.37561875379897,0.517129810850386,2.66010337237541,0.0114536199095022,0.0600339243289068
Acer2_B,4,86.904609,Spcs1_B,14,31.000749,NA,NA,NA,-1.25451996688129,0.471886616032984,2.65851991613511,0.0114536199095022,0.0600339243289068
Usp11_B,20,20.712222,Nudt11_B,20,6.051282,NA,NA,NA,-0.945476528620288,0.355781536433848,2.65746372927951,0.0114536199095022,0.0600339243289068
Rgs5_B,1,169.675657,Ypel4_B,2,84.736356,NA,NA,NA,-0.932072346498726,0.350884439622177,2.65635132610143,0.0114536199095022,0.0600339243289068
Sgce_B,6,4.710777,Slc46a3_B,5,147.886626,NA,NA,NA,-2.06823839043967,0.778818645964333,2.65560975094372,0.0114536199095022,0.0600339243289068
Adam1a_B,5,121.520136,Dapl1_B,2,59.494836,NA,NA,NA,-1.85995047874677,0.700623137820566,2.65470889889896,0.0114536199095022,0.0600339243289068
Clptm1l_B,13,73.61232,Spcs1_B,14,31.000749,NA,NA,NA,-0.836358163223195,0.315052017582897,2.65466690116698,0.0114536199095022,0.0600339243289068
Ormdl3_B,11,98.584312,Lmf1_B,17,25.621,NA,NA,NA,-1.10808283549977,0.417513204239454,2.65400668589216,0.0114536199095022,0.0600339243289068
Gcg_B,2,62.47909,Smpdl3a_B,10,57.803082,NA,NA,NA,-2.15358801515894,0.811791248185026,2.65288400185867,0.0114536199095022,0.0600339243289068
Smpdl3a_B,10,57.803082,Sec11c_B,18,65.809107,NA,NA,NA,-0.7234718497063,0.272731933660805,2.65268478096913,0.0115950226244343,0.0600339243289068
Bckdk_B,7,127.906873,Klf11_B,12,24.657072,NA,NA,NA,-0.754553611008149,0.284552399000173,2.6517211369836,0.0115950226244343,0.0600339243289068
Mafb_B,2,160.365371,Tcp11l2_B,10,84.595492,NA,NA,NA,-2.36882193317727,0.893328627498236,2.65168031143382,0.0115950226244343,0.0600339243289068
Fkbp11_B,15,98.726286,Klf15_B,6,90.468907,NA,NA,NA,-1.20949475565764,0.456975083147145,2.64674114686508,0.0115950226244343,0.0600339243289068
Fkbp11_B,15,98.726286,Lmf1_B,17,25.621,NA,NA,NA,-1.23041052023138,0.465063385933411,2.64568348626687,0.0115950226244343,0.0600339243289068
Kcnk3_B,5,30.60672,Dlk1_B,12,109.45808,NA,NA,NA,-0.956648000494849,0.361608299674847,2.64553662444986,0.0115950226244343,0.0600339243289068
Ormdl3_B,11,98.584312,Tspan13_B,12,36.028528,NA,NA,NA,-1.03480722206471,0.391192180031455,2.6452656133911,0.0115950226244343,0.0600339243289068
Fuom_B,7,140.099606,Clptm1l_B,13,73.61232,NA,NA,NA,-1.16933237238924,0.442156918858082,2.64460946446155,0.0115950226244343,0.0600339243289068
Arx_B,20,93.292432,9630013D21Rik_B,4,109.654691,NA,NA,NA,-1.83913722685733,0.695648687981065,2.64377301162593,0.0115950226244343,0.0600339243289068
Os9_B,10,127.10771,Crebrf_B,17,26.746142,NA,NA,NA,-0.71541811680035,0.270728457549538,2.64256710681936,0.0115950226244343,0.0600339243289068
9630013D21Rik_B,4,109.654691,Sep15_B,3,144.583992,NA,NA,NA,-1.04161272246918,0.394574101196301,2.63984057572744,0.0115950226244343,0.0600339243289068
Rrm2_B,12,24.711194,1110054M08Rik_B,16,24.3926,NA,NA,NA,-0.507002502036239,0.192090011249141,2.63940065773986,0.0115950226244343,0.0600339243289068
Nudt11_B,20,6.051282,Mctp2_B,7,72.192214,NA,NA,NA,-1.09444192001045,0.414704361929679,2.63908948272898,0.0115950226244343,0.0600339243289068
Galnt13_B,2,54.777313,Gpr108_B,17,57.241278,NA,NA,NA,-1.35515893202401,0.513635659011556,2.63836614193004,0.0115950226244343,0.0600339243289068
Dnajc11_B,4,151.957914,Ssr4_B,20,73.788929,NA,NA,NA,-2.19146778029842,0.830814142760784,2.63773528579593,0.0115950226244343,0.0600339243289068
Ormdl3_B,11,98.584312,Mamld1_B,20,71.103156,NA,NA,NA,-3.15530154659761,1.19722933348315,2.63550303885201,0.0115950226244343,0.0600339243289068
Gcg_B,2,62.47909,Dapl1_B,2,59.494836,NA,NA,NA,-1.40632096791339,0.533933972843376,2.63388553536735,0.0115950226244343,0.0600339243289068
Fam46d_B,20,107.83275,Slc46a3_B,5,147.886626,NA,NA,NA,-1.82421296090881,0.693075274186708,2.63205603900592,0.0115950226244343,0.0600339243289068
Med19_B,2,84.683308,Mafb_B,2,160.365371,NA,NA,NA,-1.13664813228286,0.432532877052359,2.62788840475881,0.0115950226244343,0.0600339243289068
Fgf14_B,14,124.327517,Emc8_B,8,120.661244,NA,NA,NA,-0.995488953936811,0.378955033183092,2.62693160604055,0.0115950226244343,0.0600339243289068
Klf11_B,12,24.657072,Tcp11l2_B,10,84.595492,NA,NA,NA,-1.08291362457991,0.412357696039716,2.62615111826507,0.0115950226244343,0.0600339243289068
Dnajc11_B,4,151.957914,Rhd_B,4,134.880354,NA,NA,NA,-2.26961759216417,0.864822803937168,2.62437297193318,0.0115950226244343,0.0600339243289068
Irx2_B,13,72.631508,Acer2_B,4,86.904609,NA,NA,NA,-2.54846301428296,0.971682041085332,2.62273347301595,0.0115950226244343,0.0600339243289068
Derl3_B,10,75.89467,Clptm1l_B,13,73.61232,NA,NA,NA,-1.90544115047968,0.726782537336496,2.62174866977778,0.0115950226244343,0.0600339243289068
Fam46d_B,20,107.83275,Coq9_B,8,94.846608,NA,NA,NA,-1.37429241786946,0.524612037000415,2.61963569445962,0.0117364253393665,0.0606010099272231
Gmds_B,13,32.079146,Bsdc1_B,4,129.47504,NA,NA,NA,-0.653928430711038,0.249665215928155,2.61922121702054,0.0117364253393665,0.0606010099272231
Fkbp2_B,19,6.979101,sexM,0,8,NA,NA,NA,-0.697172071126678,0.266254641945316,2.61844100081404,0.0117364253393665,0.0606010099272231
Gart_B,16,91.634069,Kcnk3_B,5,30.60672,NA,NA,NA,-1.02953746818589,0.393279452302012,2.61782674421362,0.0117364253393665,0.0606010099272231
Exosc8_B,3,54.732036,Gpr108_B,17,57.241278,NA,NA,NA,-1.9134569909532,0.731093421272476,2.61725373977898,0.0117364253393665,0.0606010099272231
Dgcr8_B,16,18.271598,Wdr45_B,20,7.725087,NA,NA,NA,-1.79946213656888,0.687789922213637,2.61629616609873,0.0118778280542986,0.0611981753301694
Fkbp11_B,15,98.726286,Emc8_B,8,120.661244,NA,NA,NA,-1.62427344970495,0.621429993612014,2.61376738554891,0.0118778280542986,0.0611981753301694
E2f1_B,2,154.56465,Clptm1l_B,13,73.61232,NA,NA,NA,-1.46082142651766,0.559242349937841,2.6121437810996,0.0118778280542986,0.0611981753301694
Peg10_B,6,4.753912,Coq9_B,8,94.846608,NA,NA,NA,-1.67928910472936,0.643116070081191,2.61117577814119,0.0118778280542986,0.0611981753301694
Mctp2_B,7,72.192214,Mafb_B,2,160.365371,NA,NA,NA,-0.921627095349513,0.353008329244592,2.61078002698043,0.0120192307692307,0.0616261098664009
Smad9_B,3,54.77842,Arx_B,20,93.292432,NA,NA,NA,-0.807402281847577,0.309269822368845,2.61067269888571,0.0120192307692307,0.0616261098664009
Galnt13_B,2,54.777313,Rab3d_B,9,21.912842,NA,NA,NA,-1.50325672168432,0.575872518450747,2.61039843632144,0.0120192307692307,0.0616261098664009
Kcnk3_B,5,30.60672,Dgcr8_B,16,18.271598,NA,NA,NA,-1.02914874493903,0.394387143386788,2.60948857536593,0.0120192307692307,0.0616261098664009
Gcg_B,2,62.47909,Ppapdc1b_B,8,25.722474,NA,NA,NA,-1.64681740027354,0.631548353003037,2.60758719810266,0.0120192307692307,0.0616261098664009
Anp32e_B,3,95.938318,Rab3d_B,9,21.912842,NA,NA,NA,-1.49169024145253,0.572378591809951,2.60612514653207,0.0120192307692307,0.0616261098664009
Fkbp11_B,15,98.726286,Mrpl19_B,6,81.961904,NA,NA,NA,-3.8063759449241,1.46139769548645,2.60461334835832,0.0120192307692307,0.0616261098664009
Pygb_B,2,150.809246,Miat_B,5,112.221312,NA,NA,NA,-1.20500444247918,0.462856378920151,2.60340895655466,0.0120192307692307,0.0616261098664009
Dnajc11_B,4,151.957914,Coq9_B,8,94.846608,NA,NA,NA,-2.12916021459237,0.818083581487558,2.60261941783604,0.0120192307692307,0.0616261098664009
Scin_B,12,40.096998,Rab3d_B,9,21.912842,NA,NA,NA,-1.34038520469478,0.515392981302536,2.60070519646439,0.0121606334841629,0.0622503941305612
Wdr4_B,17,31.507148,Igsf21_B,4,140.136815,NA,NA,NA,-0.92486554753354,0.355650574792694,2.60048939348021,0.0121606334841629,0.0622503941305612
Fkbp11_B,15,98.726286,Rhd_B,4,134.880354,NA,NA,NA,-1.84495600705772,0.709834113878809,2.59913685604115,0.0121606334841629,0.0622503941305612
Pwp2_B,10,78.17803,Wdr45_B,20,7.725087,NA,NA,NA,-1.95032742435192,0.750505936634664,2.59868354019605,0.012302036199095,0.0626369341770738
Emc8_B,8,120.661244,Gpr108_B,17,57.241278,NA,NA,NA,-1.36614797554333,0.525830330605252,2.59807754712597,0.012302036199095,0.0626369341770738
Gmds_B,13,32.079146,Sec11c_B,18,65.809107,NA,NA,NA,-0.793626825538367,0.305573337624506,2.59717301158516,0.012302036199095,0.0626369341770738
Exosc8_B,3,54.732036,Rab3d_B,9,21.912842,NA,NA,NA,-1.5205130408242,0.585810669913775,2.59557075163551,0.012302036199095,0.0626369341770738
Nup205_B,6,35.21251,Gpr108_B,17,57.241278,NA,NA,NA,-2.21146456737485,0.852329227340285,2.5946130866306,0.012302036199095,0.0626369341770738
Smad9_B,3,54.77842,Anp32e_B,3,95.938318,NA,NA,NA,-0.956698713126321,0.369243177740375,2.59097194152901,0.012302036199095,0.0626369341770738
Adam1a_B,5,121.520136,Gmds_B,13,32.079146,NA,NA,NA,-2.34585518489422,0.905567188265343,2.59048165093947,0.012302036199095,0.0626369341770738
Klf11_B,12,24.657072,1110054M08Rik_B,16,24.3926,NA,NA,NA,-0.625003848043055,0.241377447376739,2.58932164059038,0.012302036199095,0.0626369341770738
Fuom_B,7,140.099606,Sec11c_B,18,65.809107,NA,NA,NA,-0.9005112556819,0.347875880335206,2.5885992866599,0.012302036199095,0.0626369341770738
Clptm1l_B,13,73.61232,BC003331_B,1,150.377192,NA,NA,NA,-0.889787869674139,0.343983178411335,2.58671913488203,0.0124434389140271,0.0630529479300329
Mafb_B,2,160.365371,Dapl1_B,2,59.494836,NA,NA,NA,-0.975115059482314,0.377174464681748,2.5853156848916,0.0124434389140271,0.0630529479300329
Igsf21_B,4,140.136815,Crebrf_B,17,26.746142,NA,NA,NA,-2.31440302709951,0.895789894790047,2.58364493790361,0.0124434389140271,0.0630529479300329
Polr1b_B,2,129.113794,Dgcr8_B,16,18.271598,NA,NA,NA,-0.830560004750031,0.321497189643721,2.58341295508818,0.0124434389140271,0.0630529479300329
Nucb2_B,7,116.522462,9630013D21Rik_B,4,109.654691,NA,NA,NA,-0.876031581672126,0.339159835611683,2.58294612064598,0.0124434389140271,0.0630529479300329
Clptm1l_B,13,73.61232,Sep15_B,3,144.583992,NA,NA,NA,-0.824380118297805,0.31920646163628,2.58259220089707,0.0124434389140271,0.0630529479300329
Med19_B,2,84.683308,Fam46d_B,20,107.83275,NA,NA,NA,-0.986482773846271,0.382109404942152,2.58167624530366,0.0124434389140271,0.0630529479300329
Smpdl3a_B,10,57.803082,Lmf1_B,17,25.621,NA,NA,NA,-0.863993570935894,0.33487991335135,2.5800101364378,0.0124434389140271,0.0630529479300329
Scin_B,12,40.096998,Fuom_B,7,140.099606,NA,NA,NA,-1.68215453027851,0.652277345870531,2.57889460814173,0.0124434389140271,0.0630529479300329
Anp32e_B,3,95.938318,Nop56_B,2,130.276872,NA,NA,NA,-1.45835885418214,0.565616292543197,2.57835368854896,0.0125848416289592,0.0633977236485885
Os9_B,10,127.10771,Med19_B,2,84.683308,NA,NA,NA,-3.02087879569644,1.17208252218252,2.57736015896841,0.0125848416289592,0.0633977236485885
Spcs1_B,14,31.000749,E2f1_B,2,154.56465,NA,NA,NA,-0.811635271435618,0.314979236439336,2.57678976116236,0.0125848416289592,0.0633977236485885
Kcnk3_B,5,30.60672,Emc8_B,8,120.661244,NA,NA,NA,-1.35045759886999,0.524605165782672,2.5742361817105,0.0125848416289592,0.0633977236485885
E2f1_B,2,154.56465,Fkbp11_B,15,98.726286,NA,NA,NA,-1.0612676602192,0.412266565080499,2.57422684765129,0.0125848416289592,0.0633977236485885
Gcg_B,2,62.47909,Slc46a3_B,5,147.886626,NA,NA,NA,-2.0477957270715,0.795995051198558,2.57262369155193,0.0125848416289592,0.0633977236485885
Dgcr8_B,16,18.271598,Dapl1_B,2,59.494836,NA,NA,NA,-1.88542090726157,0.73291705057879,2.57248880452793,0.0125848416289592,0.0633977236485885
Mlst8_B,17,24.476314,Kcnk3_B,5,30.60672,NA,NA,NA,-0.982902344431941,0.382365063381782,2.57058617159941,0.0125848416289592,0.0633977236485885
Nop56_B,2,130.276872,Sgce_B,6,4.710777,NA,NA,NA,-0.77669422601007,0.302455698302567,2.56796030086062,0.0125848416289592,0.0633977236485885
Pwp2_B,10,78.17803,Clptm1l_B,13,73.61232,NA,NA,NA,-3.61396665932933,1.40913991390135,2.56466133964206,0.0127262443438914,0.0638394083023912
Pwp2_B,10,78.17803,Coq9_B,8,94.846608,NA,NA,NA,-2.68788723477187,1.04828095529163,2.56409049616293,0.0127262443438914,0.0638394083023912
Ins2_B,7,142.689083,P4hb_B,11,120.566776,NA,NA,NA,-1.55766458347593,0.607619369598479,2.56355320684601,0.0127262443438914,0.0638394083023912
Ins2_B,7,142.689083,sexM,0,9,NA,NA,NA,-0.676300232326476,0.263821826607861,2.56347339043981,0.0127262443438914,0.0638394083023912
Ankrd37_B,8,45.998384,Copz2_B,11,96.855536,NA,NA,NA,-1.36321371661903,0.532170040512756,2.56161304252593,0.0127262443438914,0.0638394083023912
Pwp2_B,10,78.17803,Dgcr8_B,16,18.271598,NA,NA,NA,-1.35809726547852,0.530189825011643,2.5615302320234,0.0127262443438914,0.0638394083023912
Med19_B,2,84.683308,Nup205_B,6,35.21251,NA,NA,NA,-0.959939609173379,0.374767247455926,2.56142876862864,0.0127262443438914,0.0638394083023912
Dlk1_B,12,109.45808,Gm12750_B,4,109.404974,NA,NA,NA,-1.42332817632278,0.555934471088381,2.56024450783967,0.0127262443438914,0.0638394083023912
Fam46d_B,20,107.83275,Smpdl3a_B,10,57.803082,NA,NA,NA,-2.33650446607112,0.913310421288137,2.55828074618453,0.0128676470588235,0.06437886996904
Lmf1_B,17,25.621,1110054M08Rik_B,16,24.3926,NA,NA,NA,-0.546550995681899,0.21371027111374,2.55743906380155,0.0128676470588235,0.06437886996904
Ssr4_B,20,73.788929,Clptm1l_B,13,73.61232,NA,NA,NA,-1.36519364247935,0.533942667764786,2.55681691106347,0.0128676470588235,0.06437886996904
Bckdk_B,7,127.906873,Acer2_B,4,86.904609,NA,NA,NA,-0.690273268349932,0.269996118612321,2.55660441304741,0.0128676470588235,0.06437886996904
Nup205_B,6,35.21251,Smad9_B,3,54.77842,NA,NA,NA,-1.06219209004019,0.415548404116761,2.55612121119285,0.0128676470588235,0.06437886996904
Os9_B,10,127.10771,Mrpl19_B,6,81.961904,NA,NA,NA,-3.2411560624559,1.2686785406251,2.55474965380823,0.0130090497737556,0.065017890194175
Nup205_B,6,35.21251,Rab3d_B,9,21.912842,NA,NA,NA,-1.64474407854914,0.643997532288509,2.55396021892255,0.0131504524886877,0.0655522817815761
Nucb2_B,7,116.522462,Emc8_B,8,120.661244,NA,NA,NA,-2.43813394215512,0.956216294530933,2.54977242711717,0.0131504524886877,0.0655522817815761
Gm12481_B,4,43.664178,Gm16487_B,11,113.469996,NA,NA,NA,-2.17876192106919,0.854898759214733,2.54856133265475,0.0131504524886877,0.0655522817815761
Nudt11_B,20,6.051282,Gart_B,16,91.634069,NA,NA,NA,-1.01650814308119,0.398859614541346,2.5485361415948,0.0131504524886877,0.0655522817815761
Necap1_B,6,122.881746,Ins2_B,7,142.689083,NA,NA,NA,-0.925028066263445,0.362982110454525,2.54841227603511,0.0131504524886877,0.0655522817815761
9630013D21Rik_B,4,109.654691,Tspan13_B,12,36.028528,NA,NA,NA,-1.16437490459764,0.457268383156635,2.54637090051946,0.0132918552036199,0.0657742715073454
Scin_B,12,40.096998,Gpr108_B,17,57.241278,NA,NA,NA,-1.24930532549405,0.490636299811527,2.54629615862903,0.0132918552036199,0.0657742715073454
Ins1_B,19,52.26489,Gm12481_B,4,43.664178,NA,NA,NA,-1.21659162710627,0.477814226861969,2.54616032489489,0.0132918552036199,0.0657742715073454
Crebrf_B,17,26.746142,Bckdk_B,7,127.906873,NA,NA,NA,-1.3279920333519,0.522009493099256,2.54399977568874,0.0132918552036199,0.0657742715073454
Ormdl3_B,11,98.584312,Sep15_B,3,144.583992,NA,NA,NA,-1.04498366600901,0.410880268304699,2.54328023665053,0.0132918552036199,0.0657742715073454
Ubald2_B,11,116.436586,Rrm2_B,12,24.711194,NA,NA,NA,-1.5787561299182,0.621090214502285,2.54191113151468,0.013433257918552,0.0663014277122301
Fam46d_B,20,107.83275,Klhl13_B,20,23.292176,NA,NA,NA,-0.849605370256198,0.33433301237733,2.54119497268588,0.013433257918552,0.0663014277122301
Fkbp11_B,15,98.726286,Dgcr8_B,16,18.271598,NA,NA,NA,-2.79800439578249,1.10230017884261,2.53833252455818,0.013433257918552,0.0663014277122301
Fam46d_B,20,107.83275,Bckdk_B,7,127.906873,NA,NA,NA,-1.73584651113487,0.68420939279641,2.53701064237126,0.013433257918552,0.0663014277122301
Dnajc11_B,4,151.957914,Nudt11_B,20,6.051282,NA,NA,NA,-1.07821216303764,0.4250818457475,2.53648132430031,0.013433257918552,0.0663014277122301
Lmf1_B,17,25.621,Nucb2_B,7,116.522462,NA,NA,NA,-0.860999049718769,0.33967460560495,2.53477603421473,0.0135746606334841,0.0666589459049309
Peg10_B,6,4.753912,Ppapdc1b_B,8,25.722474,NA,NA,NA,-1.30816999095018,0.516397397991941,2.53326216599294,0.0135746606334841,0.0666589459049309
Mamld1_B,20,71.103156,Igsf21_B,4,140.136815,NA,NA,NA,-0.589407913155692,0.232707569137775,2.53282656571747,0.0135746606334841,0.0666589459049309
Usp11_B,20,20.712222,Sgce_B,6,4.710777,NA,NA,NA,-0.748650699192494,0.295604489362206,2.5326093687135,0.0135746606334841,0.0666589459049309
Necap1_B,6,122.881746,Ankrd37_B,8,45.998384,NA,NA,NA,-1.24873396888264,0.493067101168075,2.53258423838133,0.0135746606334841,0.0666589459049309
Lmf1_B,17,25.621,Necap1_B,6,122.881746,NA,NA,NA,-0.554689926103182,0.219315447338996,2.52918767388873,0.0137160633484162,0.0666589459049309
Usp11_B,20,20.712222,Peg10_B,6,4.753912,NA,NA,NA,-0.797799918098373,0.315442545158703,2.52914494364414,0.0137160633484162,0.0666589459049309
Spcs1_B,14,31.000749,Lmf1_B,17,25.621,NA,NA,NA,-0.903050949922329,0.357260866762524,2.52770743716131,0.0137160633484162,0.0666589459049309
Dlk1_B,12,109.45808,Smad9_B,3,54.77842,NA,NA,NA,-0.779595868071022,0.308534017937472,2.52677443246798,0.0137160633484162,0.0666589459049309
Arx_B,20,93.292432,Sec11c_B,18,65.809107,NA,NA,NA,-2.5222956160043,0.99861362011611,2.52579733061425,0.0137160633484162,0.0666589459049309
Mlst8_B,17,24.476314,Gcg_B,2,62.47909,NA,NA,NA,-1.05060127684882,0.416026487345775,2.5253230474617,0.0137160633484162,0.0666589459049309
Necap1_B,6,122.881746,Klf11_B,12,24.657072,NA,NA,NA,-1.36667633562555,0.541670368778541,2.52307752906511,0.0137160633484162,0.0666589459049309
Rhd_B,4,134.880354,BC003331_B,1,150.377192,NA,NA,NA,-0.80251571836344,0.318142394855163,2.52250480081032,0.0137160633484162,0.0666589459049309
Smad9_B,3,54.77842,Gpr108_B,17,57.241278,NA,NA,NA,-2.30698570470164,0.914751187499998,2.52198164509258,0.0137160633484162,0.0666589459049309
Nop56_B,2,130.276872,St8sia2_B,7,73.9764,NA,NA,NA,-1.29445277472016,0.513415685941256,2.5212567713957,0.0137160633484162,0.0666589459049309
Dgcr8_B,16,18.271598,Slc46a3_B,5,147.886626,NA,NA,NA,-2.11591818522459,0.839451038829295,2.52059749449529,0.0137160633484162,0.0666589459049309
Tcp11l2_B,10,84.595492,Gm16487_B,11,113.469996,NA,NA,NA,-2.4820060356805,0.98560703946441,2.51825112473755,0.0137160633484162,0.0666589459049309
Dnajc11_B,4,151.957914,Rab3d_B,9,21.912842,NA,NA,NA,-1.70141333520308,0.675823926562056,2.51753935948708,0.0137160633484162,0.0666589459049309
Derl3_B,10,75.89467,Coq9_B,8,94.846608,NA,NA,NA,-1.97643068193809,0.785151630807761,2.51725985706066,0.0137160633484162,0.0666589459049309
Lztr1_B,16,17.51751,Necap1_B,6,122.881746,NA,NA,NA,-0.594716182678919,0.236267891304519,2.51712655238627,0.0137160633484162,0.0666589459049309
Fam46d_B,20,107.83275,P4hb_B,11,120.566776,NA,NA,NA,-2.13911707498057,0.849847709901533,2.51705929198587,0.0137160633484162,0.0666589459049309
Serpini1_B,3,75.600521,Wdr45_B,20,7.725087,NA,NA,NA,-1.40787310986078,0.559426169904474,2.51663791506426,0.0137160633484162,0.0666589459049309
Rrm2_B,12,24.711194,Sep15_B,3,144.583992,NA,NA,NA,-0.698043264419318,0.277390677836743,2.51646259298645,0.0137160633484162,0.0666589459049309
Mafb_B,2,160.365371,Gmds_B,13,32.079146,NA,NA,NA,-1.61328494033168,0.641496164529392,2.51487854415342,0.0137160633484162,0.0666589459049309
Os9_B,10,127.10771,Ruvbl1_B,6,88.48149,NA,NA,NA,-1.92200437196091,0.764426019683361,2.51431050549148,0.0137160633484162,0.0666589459049309
Serpini1_B,3,75.600521,Sec11c_B,18,65.809107,NA,NA,NA,-0.89003845885336,0.354227574785748,2.51261765657768,0.0137160633484162,0.0666589459049309
Serpini1_B,3,75.600521,BC003331_B,1,150.377192,NA,NA,NA,-1.47278903760285,0.586378728995443,2.51166859365101,0.0138574660633484,0.0673117385785332
Dlk1_B,12,109.45808,Champ1_B,8,13.87564,NA,NA,NA,-0.839880604966367,0.334680586043023,2.50949902680761,0.0139988687782805,0.0676185196170398
Fkbp11_B,15,98.726286,Dnajc11_B,4,151.957914,NA,NA,NA,-2.44714049136988,0.975541286265748,2.50849505379442,0.0139988687782805,0.0676185196170398
Mamld1_B,20,71.103156,Mafb_B,2,160.365371,NA,NA,NA,-0.763160358149868,0.30424054856807,2.50841106401411,0.0139988687782805,0.0676185196170398
Mrpl19_B,6,81.961904,Ruvbl1_B,6,88.48149,NA,NA,NA,-0.940324064995439,0.375017851566164,2.5074114767295,0.0139988687782805,0.0676185196170398
Klhl24_B,16,20.112649,1110054M08Rik_B,16,24.3926,NA,NA,NA,-0.581640629443043,0.232208433647003,2.50482129485115,0.0141402714932126,0.0681284444067305
Wdr4_B,17,31.507148,Mafb_B,2,160.365371,NA,NA,NA,-1.06985323314696,0.427246183288114,2.50406738549026,0.0141402714932126,0.0681284444067305
Nucb2_B,7,116.522462,Ubald2_B,11,116.436586,NA,NA,NA,-1.16983203398002,0.467340692610143,2.50316750173497,0.0141402714932126,0.0681284444067305
Slc46a3_B,5,147.886626,9630013D21Rik_B,4,109.654691,NA,NA,NA,-0.770675340750551,0.30804196846294,2.50185175934321,0.0141402714932126,0.0681284444067305
